Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
SRR13060199_2										10.94877452442006	5.283558948058918	14.968095891227861	12.633430735285348	0.0	21.035839942751505	0.0
SRR13060200_1										4.95342113716672	2.462790448656173	11.63507870221651	6.4032551665060495	22.978905664418033	0.0	44.56579933611736
SRR13060200_2										9.195845379590963	4.454438376699861	12.30752757254524	9.356462147981583	13.296926865831459	0.0	29.45497376592783
SRR13060201_1										5.266064367917651	3.3509310596187407	10.848004241125665	14.534691082591506	23.222371937885182	33.40990921340373	0.0
SRR13060201_2										9.248746438117116	4.981113737271101	16.772326655033023	13.288860418369374	17.178767864637408	13.80795652846193	0.0
SRR13060202_1										5.822600051283063	2.2840687193041282	8.86408015937198	7.31769857393637	25.633641689185193	15.657113552535554	26.306238781830015
SRR13060202_2										9.132330026233259	3.2485847847097578	10.95287875500503	9.402552318586165	13.820785419830766	13.962800055227914	22.818990512633384
SRR13060203_1										5.952548648703037	1.6843418590143482	10.647374881774093	2.4812347815587708	49.12563137665265	0.0	20.656832954339645
SRR13060203_2										8.099732356669954	3.6564506067252935	13.643772764775722	6.606564304831666	30.871551325136338	18.578069345783106	0.0
SRR13060204_1										6.356011620279261	1.965607721862993	10.170087152094462	12.030268953237746	43.2503982757005	16.4183300534158	0.0
SRR13060204_2										11.810045918845468	3.900759066629182	12.451972636116578	9.361821759910036	27.588792053228378	0.0	0.0
SRR13060206_1										5.830284734835887	1.9186983550359435	13.008774847143698	4.082990099516488	21.96014223950472	14.259766174627133	30.837319962137688
SRR13060206_2										9.7188467343754	3.1927140627798103	15.00422113638108	5.702371511166825	22.48970298549464	25.078666632556473	0.0
SRR13060207_1										5.288313966235475	1.401008550756413	10.243367682525761	7.529050646787986	17.597018197763646	13.461960096470072	36.972155229116424
SRR13060207_2										8.59679894759921	3.845647884235913	8.570488927866696	9.458452093839071	12.317474238105678	11.725498794124094	28.552948914711685
SRR13060208_1										4.812304585089235	2.7013380459479928	12.18418037403142	3.6024313984425063	26.415240906530986	10.249936884625095	32.179131144039
SRR13060208_2										8.525430641058009	3.0275959839201447	14.343697201561378	3.617967490726895	27.980502204183093	0.0	25.56463985396073
SRR13060209_1										5.099282669716187	1.743944276951866	12.3089718265932	4.971930554111654	33.186921717434245	0.0	34.35648196278199
SRR13060209_2										8.750909657968604	2.8797172263229025	14.632498180684061	8.873063728038257	19.339328412516892	25.956440378417717	0.0
SRR13060210_1										5.172508666703351	2.0910141418588015	8.074249344265302	3.3199435059337112	28.46713989618298	10.706359250903356	35.442689704506684
SRR13060210_2										9.372879179735506	3.615253397897981	9.633338836002128	4.7928245198921475	28.64689374346558	0.0	26.788825913901576
SRR13060211_1										5.973062239951958	1.4927293784583708	11.926821944837645	6.371981297988246	12.617423754986486	29.670141122978595	23.935143482177327
SRR13060211_2										9.612662463003474	4.609016428602067	12.949856303350064	3.0433663621155578	15.07527988675846	31.14142324025222	0.0
SRR13060212_1										5.544303797468355	2.126582278481013	13.189873417721518	7.245569620253164	29.460759493670885	0.0	34.8
SRR13060212_2										10.683544303797468	3.6151898734177212	12.924050632911394	11.410126582278481	9.858227848101265	19.425316455696205	0.0
SRR13060213_1										5.2524349035976945	1.7243092824488173	10.539654144305308	3.657324587557146	25.019876764062808	12.80063605645001	33.04760484993043
SRR13060213_2										9.386801828662293	4.375372689326178	9.766944941363546	6.415225601272113	23.84963227986484	0.0	28.24239713774597
SRR13060214_1										5.089522074521078	1.5627223819418747	9.293786114827359	6.8230337878227205	37.454100367197064	0.0	31.043807463493778
SRR13060214_2										10.958982095585096	4.366513905098062	14.55125103185221	10.122114371922233	10.216048504170107	21.243346332299108	0.0
SRR13060215_1										5.28882343315333	1.1127475045000819	11.104565537555228	5.930289641629847	29.749631811487482	0.0	39.27998690885289
SRR13060215_2										10.23400425462281	3.420062182948781	12.086401570937653	11.602029127802323	8.774341351660938	26.961217476681394	0.0
SRR13060217_1										4.853583562530335	4.098581675025616	12.673245968829209	25.00134821765626	6.611659386291323	36.391090977727444	0.0
SRR13060217_2										9.976810656312356	4.087795933775549	18.17397400636359	10.98527746319366	22.74712829639217	0.0	0.0
SRR13060218_1										5.339348764221263	1.4515496273048254	8.970184386033738	3.903491565319733	32.19693997646136	13.38171832091016	27.261671243624953
SRR13060218_2										7.630443311102393	3.928991761475088	8.360141231855629	8.201255394272264	20.900353079639075	12.559827383287564	23.49156531973323
SRR13060219_1										5.1743052169673325	1.6942954656265237	8.587274500243785	2.7364700146270113	34.40394929302779	10.285633024540875	29.306842190801234
SRR13060219_2										10.110921501706486	4.908174874045181	10.26125467251747	8.755891435072323	23.506825938566553	19.677393141556966	0.0
SRR13060221_1										5.1807972832169185	1.7539458958823757	11.916798518118318	3.70470420252383	41.660556477443755	0.0	27.443754100258555
SRR13060221_2										8.190869447767529	3.1489985721452554	13.614787944275076	6.120480067919577	28.339057615868484	0.0	22.154902944468027
SRR13060222_1										5.548448408202054	2.1016850031068386	11.374684747249535	0.0	24.551335940641106	0.0	49.296392412003364
SRR13060222_2										7.942541759567236	3.5198654921598007	10.797178259439306	3.187250996015936	20.103073942761064	0.0	39.149822727438874
SRR13060223_1										5.38296921665922	2.4857136138089975	9.79469933918115	1.3028243538790774	23.561366789737317	13.011781859229124	37.46913435082191
SRR13060223_2										8.990428709169155	4.1977282882204925	12.981210168614632	1.9895115584507208	23.305034922277358	0.0	26.82077934294382
SRR13060224_1										5.156790877621666	1.9751578090002035	10.84555080431684	3.0594583587863977	39.174811647322336	0.0	32.04031765424557
SRR13060224_2										11.374974546935452	4.0953980859295465	10.644471594379963	4.535736102626756	22.327428222357973	20.433720219914477	0.0
SRR13060225_1										5.541654231996511	2.740983907623792	6.742269461215307	2.8603567411216457	14.832074562108307	35.03592663162003	25.495282477445418
SRR13060225_2										9.127430499758958	4.965450747228025	10.743555014806823	8.606322168912559	12.586947039783292	30.391864282270838	0.0
SRR13060226_1										5.798629414865577	1.3730953636066972	7.731505886487436	7.415217009312951	27.338906042121646	0.0	43.773376509275295
SRR13060226_2										7.917262846097849	2.9746215829505234	7.465421592991441	7.58842282300374	25.370886361924843	0.0	34.877124281446896
SRR13060228_1										5.497292299564126	3.0088495575221237	6.176198652753929	5.909391097609299	34.653282261260074	0.0	36.97001717078325
SRR13060228_2										8.469158631620658	3.9043719455818255	11.80293224144763	11.676132611279884	17.635715229163914	0.0	27.991018359529786
SRR13060229_1										6.320632509938803	2.202170902756064	8.616607852771697	9.11243132174923	17.796042346004377	0.0	48.14401214990843
SRR13060229_2										8.469200875508108	3.738776968776522	12.297315406262562	9.429579666770895	11.54687988564792	38.13373833028096	0.0
SRR13060230_1										5.968135680328921	2.7688551972247204	12.013362456636258	4.670435564692278	28.92522163690094	0.0	37.08402929461647
SRR13060230_2										8.492869073621996	4.265707310805602	12.646151869459077	15.986766028523705	11.258512141847616	28.27315945008351	0.0
SRR13060231_1										5.2440419921389125	4.064878849694015	5.78884521617991	1.5274391760784118	29.42932484203194	17.988457137171004	29.42434947012289
SRR13060231_2										9.726852082193144	4.783820090551768	7.945668938753172	6.701825961490622	27.113289218369076	23.254888302900643	0.0
SRR13060232_1										5.934687580354847	2.2679352018513756	7.004371303677037	5.914116739521727	34.57958344047313	0.0	36.45152995628697
SRR13060232_2										8.49832861918231	3.756749807148367	12.417073797891488	14.885574697865774	13.234764721007972	0.0	26.618668038056054
SRR13060233_1										5.051637651224549	1.3425789318383003	11.056358807907937	8.365299498377102	25.56801416347005	0.0	40.48391856004721
SRR13060233_2										8.533490705222778	4.092652699911478	10.699321333726763	6.2614340513425795	21.835349660666864	0.0	32.009442313366776
SRR13060234_1										5.492571428571429	2.450285714285714	9.648	12.235428571428573	20.057142857142857	0.0	42.290285714285716
SRR13060234_2										8.121142857142857	4.178285714285714	5.849142857142857	14.50057142857143	17.49257142857143	0.0	35.61828571428571
SRR13060235_1										5.557552110072902	2.99568744224253	11.892904815689496	7.508471095595031	38.017250231029884	24.940959030701304	0.0
SRR13060235_2										8.699558476229592	3.016223431563816	11.928842797001746	13.143033165622754	27.092103912105962	19.86600266967861	0.0
SRR13060236_1										5.83778198725676	2.8635390784521144	17.294398386184163	7.798469827056016	41.196585401854904	13.680533346453789	0.0
SRR13060236_2										10.63248788408079	3.5818839331840877	17.88973898496888	11.963393933430098	32.09673054687692	0.0	0.0
SRR13060237_1										6.053031669544154	1.6285721648156262	10.513567139948979	2.82680959620687	36.19965470147138	0.0	34.29278223001005
SRR13060237_2										9.853892339011002	3.316411987528024	11.97722060453011	14.19846934831345	15.046254541706395	0.0	26.3225706702399
SRR13060240_1										6.069919323857087	3.4863618901267768	9.957260852862081	9.107280061467538	28.431137149442947	34.09527468305801	0.0
SRR13060240_2										8.473396081444488	3.9017479830964272	14.461678832116789	10.20937379946216	26.515078755282367	17.92883211678832	0.0
SRR13060241_1										5.992101320985973	2.0310888893212193	8.357814050310305	9.873348767533706	28.85741522538472	14.770140658742047	21.517091107176903
SRR13060241_2										8.048481547051614	2.9474134744460225	11.95307484290189	11.05815061963775	20.108558199256823	30.452714927725143	0.0
SRR13060242_1										5.890660156062999	3.7795011728661017	10.084254870984728	8.547560917229163	43.98247881660204	17.9304897314376	0.0
SRR13060242_2										8.806070180477764	2.975250131648236	13.389822394561731	20.544305615395665	21.248025276461295	14.548326870601752	0.0
SRR13060243_1										5.476687706783678	2.8627073702982377	7.583828049839266	7.149728981392402	48.21550085646573	19.679939930074852	0.0
SRR13060243_2										8.604547481052162	3.554919398362156	9.770748762231035	8.628012295562804	36.60276415514935	15.873947016448836	0.0
SRR13060244_1										6.0650920754547695	2.4807662113361597	11.307000426171411	6.390328151986183	49.24522800170469	14.375434582688468	0.0
SRR13060244_2										10.995222394186124	2.6489917681627526	13.08570531368459	8.088284772222597	40.840679182648095	0.0	0.0
SRR13060245_1										5.511854642144915	3.224019499224463	13.31985375581653	7.35929536893419	35.94892532683359	25.318524263239528	0.0
SRR13060245_2										8.364724130290274	4.2986926656326165	12.228561932195879	12.6938843341458	24.73964103700421	19.651562153777974	0.0
SRR13060246_1										6.073669480431544	2.9138265697648174	13.526384688304066	7.980860380083961	43.70514151582178	15.512571660723154	0.0
SRR13060246_2										11.84715388434975	3.7308716652372143	15.126619419491716	6.809461472486797	32.715659278653	0.0	0.0
SRR13060313_1										5.090960372302919	2.752785220702299	6.836835425186856	3.51431391905232	31.428571428571427	0.0	44.38302073050345
SRR13060313_2										8.182202792271893	3.8132844450712167	17.365674799041038	7.285291214215202	14.649555774925963	0.0	29.079114370328586
SRR13060314_1										4.596877830914109	2.5048981397602548	11.456380222049003	7.205005582825963	24.95839214612257	41.42456864769208	0.0
SRR13060314_2										8.304716961257293	3.4992731792613814	18.966861187772558	5.757684285924959	27.44432974487539	10.735879663766406	0.0
SRR13060315_1										4.42433225063858	2.393491217558576	11.957995648197786	7.413831162688027	48.44375768660717	17.372520576456118	0.0
SRR13060315_2										8.221122008135978	3.137712465705907	19.829081391315317	9.53612311185393	35.315821008482864	0.0	0.0
SRR13060316_1										4.565004597632961	1.2695399400824607	2.960282383650224	0.0	3.4348767537745086	20.88808471509507	64.26897635926794
SRR13060316_2										7.563847773855782	3.8590454720730873	6.24091596713434	4.633227538338327	12.846676356301723	17.382018805801916	35.17930768546258
SRR13060317_1										3.3028908878665106	0.5768042298976859	6.495914303371558	6.427247133145643	42.944448259287235	34.855455606674454	0.0
SRR13060317_2										9.565336812469958	2.8153539792625146	12.827027398200922	5.513973769140974	46.776076357893295	0.0	0.0
SRR13060318_1										5.549153981442174	2.7654800169810176	7.77488022317909	8.120565225301716	33.00382072897083	33.458669415974285	0.0
SRR13060318_2										10.922433137243011	3.893504760749591	8.915034265267755	3.3658802838255806	52.374310146158045	0.0	0.0
SRR13060319_1										5.204037668492645	2.2650335446543974	10.25420077552779	4.942450914014895	28.245214501138673	41.05681048809011	0.0
SRR13060319_2										8.241521511663692	4.388502492767896	12.873145811534437	4.499292177017296	31.193451098664372	23.130424078291377	0.0
SRR13060320_1										4.5915457253311365	1.4639711008302174	5.478800937955511	6.797008682426009	13.004626402180113	26.776094809557005	35.97186133468534
SRR13060320_2										7.557513150389758	2.798022688383294	12.538817415552316	8.162747956144242	7.304011661068508	48.174789276887005	0.0
SRR13060322_1										3.975621190811064	1.7846538521644009	5.403969370214096	3.922487888732615	4.038130957962181	28.870135958743553	47.5355524300672
SRR13060322_2										6.813564619471793	2.9223316143147366	11.129864041256447	5.829035786841694	3.197374589779653	21.303328645100798	34.84606969839037
SRR13060323_1										3.6228813559322033	2.9237288135593222	4.848163841807909	4.491525423728813	20.27895480225989	0.0	59.68573446327684
SRR13060323_2										7.552966101694915	3.975988700564972	9.781073446327683	7.853107344632769	12.74717514124294	0.0	42.86370056497175
SRR13060324_1										5.844574189651701	1.4093013891685122	5.0473122609220855	7.803503120595934	52.40386551238172	19.474531910610025	0.0
SRR13060324_2										8.800080531507952	2.365613046104288	7.710891886450574	12.643446748540367	49.73223273605799	0.0	0.0
SRR13060325_1										4.6107678729037955	0.9708737864077669	3.6928508384819065	4.116504854368932	11.675198587819947	32.16593115622241	37.525154457193295
SRR13060325_2										7.968225948808473	2.6019417475728153	9.853486319505738	5.920564872021183	6.079435127978818	52.921447484554285	0.0
SRR13060326_1										4.639484571897799	0.5432207939866721	4.532103717272527	3.0793039194011937	9.721125604017306	0.0	74.52231310993905
SRR13060326_2										6.679720809777974	2.823484824558633	11.66029750813252	6.575498215582858	4.298392445441051	0.0	54.805293244480936
SRR13060327_1										3.1263422715837272	0.5000920414800271	6.013376695097257	4.522304718659876	77.18598515064123	0.0	0.0
SRR13060327_2										5.540897097625329	2.7643124501441982	10.771921212493096	3.95778364116095	62.717064490397	0.0	0.0
SRR13060328_1										6.0604236880115545	2.4374097255657197	9.83690418873375	10.237120847376023	43.2805729417429	18.53033220991815	0.0
SRR13060328_2										9.572099181511797	3.3883004333172844	16.78201733269138	1.8927539720751083	41.411892152142514	0.0	0.0
SRR13060329_1										4.619366179989258	2.360955124761951	6.636066214170613	6.474925533473313	25.838663997265492	22.027442746227845	25.587186874359098
SRR13060329_2										9.70750524927975	3.6403144684799065	12.044045119390596	5.23707212266224	16.399726549147907	31.844816641437568	0.0
SRR13060330_1										4.485319836224101	1.7529782112215297	4.483262350060696	1.9114046458037568	2.732341625002572	0.0	80.89829845894286
SRR13060330_2										6.9748780939448185	4.359813180256363	9.104376273069564	3.8804189041828696	2.1439005822685844	37.689031541262885	22.630290311297657
SRR13060331_1										5.375896594775882	3.4443927635927443	11.53516609953732	2.7834218707924308	10.761585350926584	59.088349776004314	0.0
SRR13060331_2										10.707728463365077	6.8324805992802755	14.054199613209626	1.8091018139978945	21.905064995471125	13.586623907561995	0.0
SRR13060333_1										6.02391441157961	2.300818124606671	8.135934550031466	9.500314663310258	7.924480805538074	24.48584015103839	35.030837004405285
SRR13060333_2										9.38703587161737	3.4386406544996855	11.879169288860918	6.643171806167401	6.049087476400252	15.035871617369414	27.00314663310258
SRR13060334_1										5.732008951356445	2.9288210121314435	12.633975894154137	9.760119351419261	35.97424522005418	23.22641435357858	0.0
SRR13060334_2										8.72364649994111	6.968709512779239	10.576734325311138	8.064072867182286	46.028817086097916	0.0	0.0
SRR13060335_1										4.365317341329336	2.288855572213893	2.2813593203398304	2.9535232383808094	7.3188405797101455	0.0	77.63618190904548
SRR13060335_2										8.813093453273362	3.633183408295852	10.877061469265367	0.0	11.689155422288856	23.39080459770115	26.40679660169915
SRR13060336_1										4.099421033656395	2.4600767713613134	11.41390791678154	3.2150658494687505	14.293894343944183	0.0	59.14575954870316
SRR13060336_2										7.47778508260344	3.3232243971751534	16.95756367569402	6.741882807032426	8.499989396220812	0.0	40.459779865544085
SRR13060337_1										6.161311668259687	2.6566674019067227	12.619170159056933	7.710217385976521	26.79214763620322	0.0	35.955689532632405
SRR13060337_2										6.198073671053599	4.325662328750337	15.001347940102445	11.13398524618288	16.515942455211626	0.0	29.688993456363505
SRR13060338_1										4.715827859851232	2.231523112943663	7.276795889190477	5.610923481756211	17.348693616227752	10.958705426517207	45.60014918260365
SRR13060338_2										6.439715724260821	3.9264032488655904	16.084785446408222	7.6601123013488595	14.669622692331599	0.0	34.00327372935789
SRR13060339_1										3.4143883079249084	2.6647347864432405	3.8396119440594685	0.0	4.113644954012851	0.0	82.06501196925791
SRR13060339_2										6.082272899080257	3.2820965100163786	9.962832304397127	0.0	8.680861786569233	27.22376212674814	33.65566334887237
SRR13060340_1										5.223329641934294	2.8516057585825028	10.215946843853821	6.568383167220376	26.232004429678845	40.7922665190107	0.0
SRR13060340_2										8.047249907715024	3.043097083794758	14.22111480251015	9.770671834625324	48.51651901070505	0.0	0.0
SRR13060341_1										5.069282333540359	1.7240271561047695	9.183389373139443	13.040498575803653	36.13389587304307	0.0	27.11113014798792
SRR13060341_2										8.600860942753732	4.4803289572312766	12.398003983466472	14.942282569121708	16.375045510033623	0.0	22.85781594671578
SRR13060342_1										5.8697783879192	2.276917042557364	10.09413610511865	6.379682290645225	26.73857619141008	10.123553637968229	31.202196509119435
SRR13060342_2										7.842714257697588	3.1476760149048837	13.210433418317317	9.262600509903903	24.33418317317121	0.0	26.163953716414984
SRR13060344_1										4.828163901621798	2.2919235870349257	8.932684924494497	4.890988202992299	15.482700048863347	11.722549270540055	45.5429648416595
SRR13060344_2										8.423110035600438	3.539102310538195	12.776601437978455	10.83835539939968	13.067454685064103	0.0	29.811294413290828
SRR13060345_1										5.381402506045284	2.435700153879974	6.46295889206419	0.0	16.733347988568916	0.0	64.25148384260278
